8,1.56,0,60,3,0.004965665,0.099533735
8,0.84,0,150,6,0.006011068,0.100666662
8,0.68,-6.3,100,9,0.01368,0.340075396
8,1.48,2.86,100,24,0.001003175,0.03060996
8,3.48,4.75,100,24,0.01645,0.103781777
8,0.6,-6.3,120,24,0.02184,0.529859335
8,3.64,4.75,100,24,0.01435,0.08213407
8,2.12,1.35,120,24,0.016732527,0.533150273
8,2.68,-3,60,24,0.020524271,0.487618118
8,1.16,0,60,24,0.015419696,0.41408743
8,0.28,-3,40,48,0.02350962,0.112588936
8,1.64,-1.37,80,48,0.034034921,0.144415817
8,2.04,-1.37,80,48,0.015819048,0.499268
8,1.96,4.75,100,48,0.01365,0.016553493
8,0.52,-6.3,100,48,0.00888,0.088412687
8,3.24,4.75,40,48,0.02905,0.020970108
8,2.2,2.86,25,48,0.025748148,0.005419596
8,2.76,-6.3,120,48,0.0204,0.127861862
8,2.28,0,40,72,0.011760785,0.225445431
8,2.52,1.35,40,72,0.014792524,0.122712563
8,2.84,-6.3,150,72,0.00504,0.129475122
8,0.44,4.75,100,72,0.00455,0.01370648
8,2.44,-3,120,72,0.001865843,0.10890115
8,3.96,2.86,25,72,0.031098413,0.023768109
8,1,-3,120,72,0.000373169,0.321152687
8,1.4,1.35,40,96,0.012852521,0.068354895
8,3.32,1.35,150,96,0.019157531,0.114414094
8,0.12,2.86,40,96,0.027085714,0.052905195
8,3.08,-3,120,96,0.0130609,0.239654086
8,3.4,-3,100,96,0.035451014,0.231947623
8,0.2,-6.3,120,96,0.00264,0.039945388
8,1.72,-6.3,80,96,0.00216,0.040173059
8,2.36,-3,25,120,0.011568226,0.263052729
8,3.56,-3,150,120,0.025002294,0.204332685
8,1.24,0,80,120,0.019601309,0.419408539
8,0.92,4.75,80,120,0.03045,0.070099887
8,3,1.35,60,120,0.015762525,0.288286611
8,1.8,-1.37,80,120,0.012942857,0.190163728
8,1.88,4.75,100,120,0.01785,0.074568539
8,0.76,0,25,144,0.007579173,0.180925335
8,3.88,0,120,168,0.00653377,0.104101157
8,0.36,0,120,168,0.011238084,0
8,2.6,2.86,120,144,0.002340741,0.182337454
8,1.08,0,80,144,0.003920262,0.144281401
8,3.72,-3,80,144,0.036197351,0.673447
8,3.16,-6.3,40,144,0.01752,0.370808907
8,2.92,-1.37,40,168,0.047457143,0.547410026
8,1.32,-6.3,40,168,0.02136,0.482942046
8,0.04,-1.37,150,168,0.023488889,0.092250567
8,3.8,-6.3,80,168,0.00408,0.171556233
8,0.3,-1.37,40,6.3,0.047936508,0.54717
8,0.6,-3,25,24,0.024255957,0.118189552
8,3.4,4.75,100,24,0.0315,0.064148731
8,2.5,-3,25,24,0.022390114,0.159873688
8,3.9,0,100,24,0.014374293,0.181004
8,0.8,2.86,60,48,0.018391534,0.124914817
8,2.1,-6.3,150,48,0.0024,0.120583279
8,3.6,-1.37,100,48,0.047936508,0.53918
8,2.9,1.35,60,72,0.00606251,0.139121446
8,0.1,-6.3,80,72,0.0012,0.06327045
8,3.1,2.86,120,72,0.006687831,0.327725142
8,0.5,2.86,100,96,0.006687831,0.277399686
8,1.9,-6.3,100,120,0.0204,0.619728192
8,1.5,0,120,120,0.024828324,0.504839542
8,1.3,-6.3,80,144,0.0024,0.080777456
8,4,-6.3,100,144,0.0072,0.307793463
8,1.2,0,120,144,0.011760785,0.106956422
8,1,4.75,40,144,0.01225,0.094860177
8,2.7,1.35,150,144,0.019400031,0.309308809
8,4,-3,25,144,0.016792586,0.476434325
8,0.36,0,150,144,0.012544837,0.012393901
8,0.32,0,100,144,0.011238084,0.311588827
8,0.348780976,-3,25,1.6,0.000731752,0
8,3,-6.3,80,6,0.049973795,0.739913
8,3.996695869,4.75,80,24,0.047068569,0.058832584
8,3.996558827,4.75,40,24,0.003738814,0
8,3.983027709,4.75,150,24,0.002197865,0.082182058
8,3.997439035,-6.3,60,48,0.049981354,0.610131599
8,3.998361038,-1.37,120,48,0.024238716,0.555832
8,4.65,-6.3,60,72,0.049892112,0.841057
8,3.997966936,4.75,80,72,0.038911882,0.134041821
8,3.999496044,0,100,72,0.037269181,1.004604372
8,0.528069811,-6.3,150,96,0.049753371,0.718392
8,0.63,1.35,60,96,0.029791686,0.481811
8,3.998966642,-1.37,80,96,0.006740593,0.174595
8,2.89,-6.3,25,120,0.048999437,0.142452
8,0.444301291,2.86,120,120,0.049607274,0.057761069
8,0.046851619,-3,40,120,0.04968998,0.33618432
8,0.135132962,4.75,120,144,0.049913858,0.262782428
8,3.999849283,-6.3,60,144,0.043116067,0.363716511
8,3.99793568,0,120,144,0.026858004,0.545589582
